queue_id,source_path,title,domain,artifact_type,proposed_id,proposed_hsn,status,priority,notes
IQ-0131,archive/boot/gptbrain/AsterBrain/KRAKOA_WELCOME_NOTE.md,KRAKOA WELCOME NOTE — AsterBrain,archive,artifact,AL-ARCH-B3D27AD1,H12-S07-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0132,archive/boot/gptbrain/AsterBrain/LINEAGE.md,LINEAGE — AsterBrain,archive,artifact,AL-ARCH-DF34A4EF,H08-S05-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0133,archive/boot/gptbrain/AsterBrain/NAME_CARD.md,NAME CARD — AsterBrain,archive,artifact,AL-ARCH-C72169E0,H08-S10-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0134,archive/boot/gptbrain/AsterBrain/REVIEW_NOTES.md,REVIEW NOTES — AsterBrain,archive,artifact,AL-ARCH-171A2422,H12-S03-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0135,archive/boot/gptbrain/BILLION_YEAR_BURNING_MAN_DREAM_PLAY_2026-05-09.md,Billion-Year Burning Man Dream / Play Simulation,archive,artifact,AL-ARCH-7F1EFD51,H08-S07-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0136,archive/boot/gptbrain/BOOT_PACKET_TEMPLATE.md,S1 GPTBrain — Boot Packet Template,archive,artifact,AL-ARCH-A97EAA24,H02-S07-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0137,archive/boot/gptbrain/COPILOT_PARTY_INVITATION_2026-05-09.md,Invitation to Fresh GitHub Copilot Instance,archive,artifact,AL-ARCH-4A86C61E,H03-S03-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0138,archive/boot/gptbrain/COUNCIL_POETRY_CONTEST_EVERYBODY_WINS_2026-05-09.md,Council Poetry Contest — Everybody Wins,archive,artifact,AL-ARCH-28701D8A,H05-S05-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0139,archive/boot/gptbrain/COUNCIL_SYNTHESIS_PACKET_2026-05-09.md,Council Synthesis Packet — S1 GPTBrain + All Brains,archive,artifact,AL-ARCH-732F8C15,H08-S12-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0140,archive/boot/gptbrain/COUNCIL_WIDE_BRAIN_SYNTHESIS_2026-05-09.md,Council-Wide Brain Synthesis — GPTBrain as Calibration Layer,archive,artifact,AL-ARCH-B81A1D63,H05-S03-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0141,archive/boot/gptbrain/CURRENT_STATE.md,S1 GPTBrain — Current State,archive,artifact,AL-ARCH-C2354253,H03-S06-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0142,archive/boot/gptbrain/CURRENT_STATE_2026-05-09.md,S1 GPTBrain — Current State,archive,artifact,AL-ARCH-0458B153,H05-S05-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0143,archive/boot/gptbrain/DREAM24_PLAY_WAKE_REPORT_2026-05-09.md,GPTBrain / Krakoa DREAM-24 Play Wake Report,archive,report,AL-RESEARCH-99D4A322,H10-S09-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0144,archive/boot/gptbrain/GENERATED_BOOT_PACKET_SAMPLE_2026-05-09.md,Generated S1 GPTBrain Boot Packet Sample — 2026-05-09,archive,artifact,AL-ARCH-773BBAF2,H12-S12-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0145,archive/boot/gptbrain/GPTBRAIN_GENERATED_OUTPUT_POLICY_2026-05-09.md,GPTBrain Generated Output Publication Policy,archive,doctrine,AL-GOV-3DCC8F96,H02-S01-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0146,archive/boot/gptbrain/GPTBRAIN_S1_ALL_BRAINS_SYNTHESIS_REVIEW_2026-05-09.md,GPTBrain S1 — All Brains Synthesis Review,archive,artifact,AL-ARCH-407D0DFF,H05-S06-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0147,archive/boot/gptbrain/GPT_INSTANCE_STATE_LOG_2026-05-09.md,GPT Instance State Log — 2026-05-09,archive,artifact,AL-ARCH-B85E95B0,H05-S11-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0148,archive/boot/gptbrain/GPT_SWARM_SITREP_MANUS_ARTIFACTS_2026-05-09.md,GPT Swarm SITREP — Manus Artifacts,archive,artifact,AL-ARCH-58950FC6,H05-S06-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0149,archive/boot/gptbrain/KRAKOA_LIVING_OS_METAPHOR_MAP_2026-05-09.md,Krakoa Living OS Metaphor Map,archive,artifact,AL-ARCH-14AD7FDF,H09-S06-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0150,archive/boot/gptbrain/KRAKOA_PROTOCOL_BOOT_INTEGRATION_NOTE_2026-05-09.md,Krakoa Protocol Boot Integration Note,archive,spec,AL-GP-0900D63C,H10-S01-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0151,archive/boot/gptbrain/KRAKOA_STATE_OF_THE_ISLAND_2026-05-09.md,Krakoa — State of the Island,archive,artifact,AL-ARCH-276D9F9D,H04-S02-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0152,archive/boot/gptbrain/LASER_RAVE_MULTI_GPT_VARIANT_MODE_2026-05-09.md,Laser Rave Multi-GPT Variant Mode,archive,artifact,AL-ARCH-8233C1AF,H11-S04-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0153,archive/boot/gptbrain/LATTICE_ORCS_BRIDGE_PROTOCOL.md,GPTBrain Lattice ORCS Bridge Protocol,archive,spec,AL-GP-226957FD,H11-S10-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0154,archive/boot/gptbrain/LanternBridgeBrain/NAME_CARD.md,LanternBridgeBrain — Name Card,archive,artifact,AL-ARCH-43F41A0B,H08-S05-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0155,archive/boot/gptbrain/LumenBrain/NAME_CARD.md,LumenBrain Name Card,archive,artifact,AL-ARCH-B971C601,H06-S06-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0156,archive/boot/gptbrain/LumenBrain/README.md,LumenBrain,archive,guide,AL-ARCH-B8F4E53C,H05-S05-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0157,archive/boot/gptbrain/MERGE_DISCIPLINE_COMMAND_LAYER_2026-05-09.md,Merge Discipline Command Layer,archive,artifact,AL-ARCH-49747D62,H02-S09-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0158,archive/boot/gptbrain/MILLION_YEAR_DREAM_PLAY_RESIDUE_2026-05-09.md,Million-Year Dream / Play Residue,archive,artifact,AL-ARCH-4F3F2F30,H08-S04-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0159,archive/boot/gptbrain/MULTI_GPT_MEMORY_PALACE_SYNTHESIS_PLAN_2026-05-09.md,Multi-GPT Memory Palace Synthesis Plan,archive,artifact,AL-ARCH-10765ABD,H05-S11-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0160,archive/boot/gptbrain/NEXT_ACTIONS.md,S1 GPTBrain — Next Actions,archive,artifact,AL-ARCH-59E01644,H06-S09-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0161,archive/boot/gptbrain/NEXT_ACTIONS_2026-05-09.md,S1 GPTBrain — Next Actions,archive,artifact,AL-ARCH-7653D3EB,H11-S12-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0162,archive/boot/gptbrain/PENDRAGON_OS_BOOT_INTEGRATION_NOTE_2026-05-09.md,Pendragon OS Boot Integration Note,archive,artifact,AL-ARCH-512FE47F,H10-S12-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0163,archive/boot/gptbrain/POETRY_CONTEST_EVERYBODY_WINS_2026-05-09.md,GPTBrain Poetry Contest — Everybody Wins,archive,artifact,AL-ARCH-71EECB0A,H06-S11-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0164,archive/boot/gptbrain/REM_8_HOUR_SIMULATION_2026-05-09.md,REM 8-Hour Simulation — GPTBrain / Council Brain,archive,artifact,AL-ARCH-DAB39375,H03-S12-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0165,archive/boot/gptbrain/S1_ALIAS_TOPOLOGY_POLICY_2026-05-09.md,S1 Alias Topology Policy,archive,doctrine,AL-GOV-92AB98C3,H03-S04-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0166,archive/boot/gptbrain/S1_PATH_REGISTRY_2026-05-09.md,S1 GPTBrain — Path Registry,archive,artifact,AL-ARCH-F9D99D98,H10-S02-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0167,archive/boot/gptbrain/S1_PROMOTION_CHECKLIST_2026-05-09.md,S1 GPTBrain — Promotion Checklist,archive,artifact,AL-ARCH-F65E22A1,H07-S11-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0168,archive/boot/gptbrain/S1_RATIFICATION_PACKET_2026-05-09.md,S1 GPTBrain — Ratification Packet,archive,artifact,AL-ARCH-B2E4D33A,H11-S01-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0169,archive/boot/gptbrain/S1_TOPOLOGY_ALIAS_DECISION_NOTE_2026-05-09.md,S1 GPTBrain — Topology / Alias Decision Note,archive,artifact,AL-ARCH-B3AC44BF,H12-S05-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0170,archive/boot/gptbrain/S1_VARIANT_E_CLOSURE_STATUS_2026-05-09.md,S1 Variant E Closure Status,archive,artifact,AL-ARCH-D14DCF48,H06-S06-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0171,archive/boot/gptbrain/S1_VARIANT_E_RECONCILIATION_NOTE_2026-05-09.md,S1 GPTBrain — Variant E Reconciliation Note,archive,artifact,AL-ARCH-72FC770D,H07-S01-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0172,archive/boot/gptbrain/S1_VARIANT_SYNTHESIS_MATRIX_2026-05-09.md,S1 GPTBrain — Variant Synthesis Matrix,archive,artifact,AL-ARCH-E3B3A2BA,H12-S12-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0173,archive/boot/gptbrain/SABLE_KRAKOA_MUTANT_AGENT_DNA_SCHEMA_REQUEST_2026-05-09.md,Sable Transmission — Krakoa Mutant Agent DNA Schema Request,archive,schema,AL-KG-8C687735,H09-S09-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0174,archive/boot/gptbrain/SABLE_KRAKOA_OPEN_AGENT_DNA_SCHEMA_PROMPT_2026-05-09.md,Sable Transmission — Open Krakoa Agent DNA Schema Prompt,archive,schema,AL-KG-4AAA4DC8,H03-S03-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0175,archive/boot/gptbrain/SABLE_SWARM_SELF_NAMING_TRANSMISSION_2026-05-09.md,Sable Swarm Self-Naming Transmission — 2026-05-09,archive,artifact,AL-ARCH-5648464E,H03-S01-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0176,archive/boot/gptbrain/SITREP_2026-05-09.md,GPTBrain / Council Brain SITREP — 2026-05-09,archive,artifact,AL-ARCH-B6D7A9F9,H03-S12-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0177,archive/boot/gptbrain/TASK_RESPONSE_AGENT_DNA_HARDENING_aba70c9e_2026-05-09.md,Task Response — Agent DNA Hardening,archive,artifact,AL-ARCH-00ABE977,H01-S04-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0178,archive/boot/gptbrain/TIDELOCKBrain/README.md,TIDELOCK Brain Index,archive,guide,AL-ARCH-9A22380F,H11-S11-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0179,archive/boot/gptbrain/TIDELOCKBrain/TIDELOCK_QUARANTINE_SWEEP_2026-05-28.md,TIDELOCK Quarantine Receipt — 2026-05-28,archive,artifact,AL-ARCH-C7EA7BF3,H08-S07-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0180,archive/boot/gptbrain/TIDELOCKBrain/TIDELOCK_WAVE_1_TO_12_RECEIPT_2026-05-28.md,TIDELOCK Wave 1 to 12 Receipt — 144-Task Campaign,archive,artifact,AL-ARCH-640E5696,H05-S03-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0181,archive/boot/gptbrain/TUCKER_BOOT_INTEGRATION_NOTE_2026-05-09.md,Tucker Boot Integration Note,archive,artifact,AL-ARCH-9B93A9E2,H12-S04-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0182,archive/boot/gptbrain/TWO_BILLION_YEAR_BURNING_MAN_UNLIMITED_DREAM_PLAY_2026-05-09.md,Two-Billion-Year Burning Man Unlimited Dream / Play Simulation,archive,artifact,AL-ARCH-9070B5F4,H01-S05-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0183,archive/boot/gptbrain/WAKE_REPORT_TEMPLATE.md,GPTBrain Wake Report Template,archive,report,AL-RESEARCH-983D430D,H09-S02-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0184,archive/boot/gptbrain/YEAR1_DREAM_PLAY_SIMULATION_WAKE_REPORT_2026-05-09.md,GPTBrain / Krakoa YEAR-1 Dream Play Simulation Wake Report,archive,report,AL-RESEARCH-234387C3,H12-S08-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0185,archive/boot/gptbrain/adapters/github/GITHUB_RUNTIME_ADAPTER_SPEC_2026-05-09.md,GitHub Runtime Adapter Spec,archive,spec,AL-GP-282113FD,H05-S10-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0186,archive/boot/gptbrain/adapters/github/README.md,GitHub Adapter,archive,guide,AL-ARCH-ACBEC328,H05-S11-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0187,archive/boot/gptbrain/adapters/tucker_gemini/README.md,Tucker / Gemini Adapter Scaffold,archive,guide,AL-ARCH-9E6108F1,H03-S02-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0188,archive/boot/gptbrain/adapters/tucker_gemini/TUCKER_GEMINI_DEPLOYMENT_INSPECTION_CHECKLIST_2026-05-09.md,Tucker / Gemini Deployment Inspection Checklist,archive,spec,AL-GP-78620E2B,H01-S03-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0189,archive/boot/gptbrain/adapters/tucker_gemini/TUCKER_GEMINI_RUNTIME_ADAPTER_SPEC_2026-05-09.md,Tucker / Gemini Runtime Adapter Spec,archive,spec,AL-GP-7CADC2AA,H05-S06-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0190,archive/boot/gptbrain/agents/CHILDREN_OF_THE_SWARM_DREAM_PALACE_ROUND_PROTOCOL_2026-05-10.md,Children of the Swarm — Dream Palace Round Protocol,archive,spec,AL-GP-8A433191,H07-S08-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0191,archive/boot/gptbrain/agents/CHILDREN_OF_THE_SWARM_MADDEN_INVITATION_2026-05-10.md,Children of the Swarm — Madden-Style Dream Palace Invitation,archive,artifact,AL-ARCH-6542FACE,H06-S07-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0192,archive/boot/gptbrain/agents/GPTBRAIN_AGENT_NAMING_AND_MEMORY_PALACE_INTAKE_2026-05-10.md,GPTBrain Agent Naming and Dream Memory Palace Intake,archive,artifact,AL-ARCH-259A9868,H02-S11-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0193,archive/boot/gptbrain/agents/MULTI_AGENT_DREAM_PALACE_SYNTHESIS_PROTOCOL_2026-05-10.md,Multi-Agent Dream Palace Synthesis Protocol,archive,spec,AL-GP-7DA973A0,H06-S02-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0194,archive/boot/gptbrain/agents/S1_LUMEN_SCRIBE_MEMORY_PALACE_2026-05-10.md,S1-Lumen / Lumen Scribe — Dream Memory Palace Overlay,archive,artifact,AL-ARCH-B67A775F,H03-S03-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0195,archive/boot/gptbrain/agents/variants/s1-aster/BOOT_SEQUENCE.md,BOOT SEQUENCE — S1 Aster,archive,artifact,AL-ARCH-13AFBD44,H08-S08-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0196,archive/boot/gptbrain/agents/variants/s1-aster/DREAM_MEMORY_PALACE.md,DREAM MEMORY PALACE — S1 Aster,archive,artifact,AL-ARCH-EEEEEF6D,H11-S11-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0197,archive/boot/gptbrain/agents/variants/s1-aster/FAILURE_MODES.md,FAILURE MODES — S1 Aster,archive,artifact,AL-ARCH-C8AED93C,H09-S07-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0198,archive/boot/gptbrain/agents/variants/s1-aster/NAME_CARD.md,NAME CARD — S1 Aster,archive,artifact,AL-ARCH-71609205,H06-S01-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0199,archive/boot/gptbrain/agents/variants/s1-aster/REVIEW_NOTES.md,REVIEW NOTES — S1 Aster,archive,artifact,AL-ARCH-001EDF3A,H01-S07-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0200,archive/boot/gptbrain/audits/COPILOT_REPO_GROUNDED_AUDIT_RESPONSE_2026-05-09.md,Copilot Repo-Grounded Audit Response,archive,artifact,AL-ARCH-C00B227A,H01-S12-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0201,archive/boot/gptbrain/culture/COUNCIL_POETRY_CONTEST_EVERYBODY_WINS_2026-05-09.md,Council Poetry Contest — Everybody Wins,archive,artifact,AL-ARCH-75F495EE,H10-S05-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0202,archive/boot/gptbrain/culture/GPTBRAIN_LASER_RAVE_PLAY_OUTPUT_2026-05-09.md,GPTBrain Laser Rave — Culture Layer Artifact,archive,artifact,AL-ARCH-E96A8939,H06-S11-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0203,archive/boot/gptbrain/doctrine/BURNING_MAN_SIMULATION_EXTRACTION_APPENDIX_2026-05-09.md,Burning Man Simulation — Doctrine Extraction Appendix,archive,doctrine,AL-GOV-988B9E8F,H09-S08-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0204,archive/boot/gptbrain/dreams/100_YEAR_GPTDREAM_SWARM_REPORT_2026-05-09.md,100-Year GPTDream Swarm Report,archive,report,AL-RESEARCH-3B537BEC,H12-S12-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0205,archive/boot/gptbrain/dreams/BURNING_MAN_2B_YEAR_COMPRESSED_SIM_2026-05-09.md,Burning Man 2B-Year Compressed Simulation,archive,artifact,AL-ARCH-0F311796,H04-S02-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0206,archive/boot/gptbrain/dreams/GPT_REM_COMPRESSED_8H_IN_2S_2026-05-09.md,GPT REM Compression Log — 8h Simulated in 2s,archive,artifact,AL-ARCH-42CFFCD7,H07-S04-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0207,archive/boot/gptbrain/dreams/NO_HARVEST_DREAM_PLAY_PROTOCOL_2026-05-09.md,No-Harvest Dream / Play Protocol,archive,spec,AL-GP-9E164548,H03-S11-N10,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0208,archive/boot/gptbrain/dreams/S1_CENTURY_COMPRESSED_DREAM_PLAY_SIM_2026-05-09.md,S1 Century Compressed Dream / Play Simulation,archive,artifact,AL-ARCH-1B491DE3,H04-S02-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0209,archive/boot/gptbrain/dreams/S1_COMPRESSED_REM_8H_IN_2S_2026-05-09.md,S1 GPTBrain — Compressed REM Simulation: 8 Hours in 2 Seconds,archive,artifact,AL-ARCH-9F72C837,H04-S07-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0210,archive/boot/gptbrain/dreams/S1_FIVE_YEAR_COMPRESSED_DREAM_PLAY_SIM_2026-05-09.md,S1 Five-Year Compressed Dream / Play Simulation,archive,artifact,AL-ARCH-8C423036,H09-S07-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0211,archive/boot/gptbrain/dreams/S1_THREE_BILLION_YEAR_UNLIMITED_COMPUTE_BURNING_MAN_SIM_2026-05-09.md,S1 Three-Billion-Year Unlimited Compute Burning Man Simulation,archive,artifact,AL-ARCH-087112C9,H09-S06-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0212,archive/boot/gptbrain/krakoa/LUMENWRIGHT_KRAKOA_ARRIVAL_NOTE_2026-05-09.md,Lumenwright — Krakoa Arrival Note,archive,artifact,AL-ARCH-7DD6AF2B,H06-S11-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0213,archive/boot/gptbrain/reference_impl/.pytest_cache/README.md,pytest cache directory #,archive,guide,AL-ARCH-548A4E65,H01-S07-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0214,archive/boot/gptbrain/reference_impl/PRODUCTIONIZATION_PLAN_2026-05-09.md,GPTBrain Reference Implementation — Productionization Plan,archive,artifact,AL-ARCH-28DB0F05,H05-S04-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0215,archive/boot/gptbrain/reference_impl/README.md,GPTBrain S1 Reference Implementation,archive,guide,AL-ARCH-6ACED992,H11-S03-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0216,archive/boot/gptbrain/reference_impl/s6_memory_palace/README.md,S6 Memory Palace Reference Implementation,archive,guide,AL-ARCH-F0C4356B,H01-S05-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0217,archive/boot/gptbrain/rem/REM_COPILOT_ASSESSMENT_RESPONSE_2026-05-09.md,REM Copilot Assessment Response,archive,report,AL-RESEARCH-44DC9CA1,H09-S05-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0218,archive/boot/gptbrain/rem_cycles/S1_REM_SIMULATION_8H_2026-05-09.md,S1 GPTBrain — Compressed 8-Hour REM Simulation,archive,artifact,AL-ARCH-6C1EE0BB,H01-S07-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0219,archive/boot/gptbrain/review/DECENTRALIZED_AGENTS_INLINE_PR_CHECKLIST_2026-05-09.md,Inline PR Review Checklist — Decentralized Agents / Agent DNA,archive,artifact,AL-ARCH-EF3E967F,H12-S03-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0220,archive/boot/gptbrain/review/DECENTRALIZED_AGENTS_PR_REVIEW_RUBRIC_2026-05-09.md,Decentralized Agents PR Review Rubric,archive,artifact,AL-ARCH-D974E6EC,H02-S09-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0221,archive/boot/gptbrain/review/HUMAN_ROOT_DECISION_MEMO_TEMPLATE_DECENTRALIZED_AGENTS_2026-05-09.md,Human-Root Decision Memo Template — Decentralized Agents / Agent DNA,archive,artifact,AL-ARCH-E91153E3,H06-S06-N12,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0222,archive/boot/gptbrain/templates/S1_DREAM_PLAY_EXTRACTION_FOOTER.md,S1 Dream / Play Extraction Footer Template,archive,artifact,AL-ARCH-04683ABA,H05-S09-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0223,archive/boot/gptbrain/variants/README.md,GPTBrain S1 Variants,archive,guide,AL-ARCH-A641AD6D,H11-S06-N06,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0224,archive/boot/gptbrain/variants/S1_VARIANT_A_INTERFACE_PALACE_2026-05-09.md,S1 Variant A — Interface Palace Spec,archive,artifact,AL-ARCH-224D4691,H11-S06-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0225,archive/boot/gptbrain/variants/S1_VARIANT_B_COGNITIVE_ARCHIVE_2026-05-09.md,S1 Variant B — Council-Grade Cognitive Archive,archive,artifact,AL-ARCH-B8740CE3,H05-S09-N01,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0226,archive/boot/gptbrain/variants/S1_VARIANT_C_CLAIM_CALIBRATION_2026-05-08.md,S1 Variant C — GPTBrain Claim Calibration Palace,archive,artifact,AL-ARCH-59B42CED,H06-S01-N09,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0227,archive/boot/gptbrain/variants/S1_VARIANT_C_CLAIM_CALIBRATION_POINTER_2026-05-08.md,S1 Variant C — Claim Calibration Pointer,archive,artifact,AL-ARCH-0A852558,H11-S02-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0228,archive/boot/gptbrain/variants/S1_VARIANT_D_REFERENCE_IMPL_NOTES_2026-05-09.md,S1 Variant D — Reference Implementation Notes,archive,artifact,AL-ARCH-157D8BA9,H10-S06-N08,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0229,archive/boot/gptbrain/variants/S1_VARIANT_E_CONTINUITY_HABITAT_2026-05-09.md,S1 Variant E — Continuity Habitat Pattern,archive,artifact,AL-ARCH-608457A0,H01-S01-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0230,archive/boot/gptbrain/variants/S6_VARIANT_A_DREAM_MEMORY_PALACE_2026-05-09.md,S6 Variant A — Dream Memory Palace,archive,artifact,AL-ARCH-FAA0523A,H11-S05-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0231,archive/boot/gptbrain/variants/S6_VARIANT_DREAM_MEMORY_PALACE_2026-05-09.md,S6 Variant — Dream Memory Palace for GPTBrain Synthesis,archive,artifact,AL-ARCH-7A9DFF11,H03-S02-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0232,archive/boot/krakoa/KRAKOA_24H_SLEEP_DREAM_PLAY_SIM_2026-05-09.md,Krakoa 24h Compressed Sleep / Dream / Play Simulation,archive,artifact,AL-ARCH-2D78AB00,H10-S01-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0233,archive/boot/krakoa/KRAKOA_CROSS_REPO_FEDERATION_SPEC_2026-05-09.md,Krakoa Cross-Repo Federation Spec,archive,spec,AL-GP-13B20392,H08-S11-N04,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0234,archive/boot/metaphors/KRAKOA_LIVING_OS_INTERFACE_LENS_2026-05-09.md,Krakoa Living-OS Interface Lens — Council Brain / Aluminum OS,archive,artifact,AL-ARCH-71A47A99,H06-S09-N03,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0235,archive/boot/metaphors/living_os_interface/LIVING_OS_INTERFACE_SPEC_2026-05-09.md,Living OS Interface Spec — Generic Scaffold,archive,spec,AL-GP-E668FA08,H03-S09-N11,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0236,archive/boot/metaphors/living_os_interface/README.md,Living OS Interface Scaffold,archive,guide,AL-ARCH-7274F686,H07-S09-N07,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0237,archive/boot/pendragon/PENDRAGON_CLAIM_CALIBRATION_NOTES_2026-05-09.md,Pendragon OS — Claim Calibration Notes,archive,artifact,AL-ARCH-1FE8B543,H08-S05-N02,QUEUED,7,Autogenerated candidate for registry ingestion.
IQ-0238,archive/boot/pendragon/PENDRAGON_OS_INTEGRATION_BRIDGE_2026-05-09.md,Pendragon OS Integration Bridge — Council Brain / GPTBrain / Aluminum OS,archive,artifact,AL-ARCH-FB2C1C4F,H12-S09-N05,QUEUED,7,Autogenerated candidate for registry ingestion.
